	278
befitting	4
before	971
beforehand	22
befriend	1
beg	56
began	453
begat	1
begg^a	5
beggar	6
beggars	2
begged	30
begging	8
begier	1
begin	69
beginning	122
begins	17
begirt	1
begone	8
begot	4
begs	4
beguiles	1
begun	86
behalf	7
behave	6
behaved	9
behaving	7
behavior	12
behaviour	22
beheld	85
behest	2
behests	1
behind	198
behold	79
beholders	2
beholding	9
beholds	7
behoved	1
being	486
beings	28
beist	1
bel	2
belated	1
belch	1
beleaguer^a	2
belied	1
belief	18
beliefs	8
believe	235
believed	75
believer	7
believers	3
believes	6
believing	19
bell	31
belle	7
bellerophon	5
bellerophonteus	1
bellies	2
bellona	3
bellow	3
bellowed	1
bellowing	7
bellows	4
bells	5
belly	11
belly^a	2
bellying	1
belong	15
belong^a	1
belonged	20
belonging	12
belongings	2
belongs	7
beloved	51
below	111
belrive	4
belt	27
belted	1
belts	5
bemoan	1
bemoan^a	1
bench	8
benches	1
bend	40
bended	11
bending	53
bends	27
beneath	142
benediction	5
benefactor	3
benefactors	3
beneficence	2
beneficial	4
benefit	25
benefited	1
benefits	1
benevolence	13
benevolent	15
benevolently	1
benignity	2
benjamin	1
bennet	184
bennets	5
bent	85
bentham	1
bentley	3
bentleys	1
benumbed	1
benumbing	1
bequeath	2
bequeathed	1
bequest	1
bereaves	1
berkoot	2
berkoshov	1
bernard	1
berol	1
berries	6
berry	1
bertenev	1
berth	2
berthe	5
berths	1
beseech	7
beseeches	1
beseeching	2
beseems	1
beset	5
beside	130
besides	93
besiege	1
besieged	1
besiegers	1
besieging	1
besmear^a	3
besought	6
bespeaking	1
bespoke	15
bessa	1
best	188
bestow	38
bestow^a	19
bestowed	23
bestowing	6
bestows	5
bestrew^a	1
bestrewn	1
bestrides	1
bestrode	1
bestrow	2
bestrow^a	1
bet	6
betake	1
betaken	1
bethinking	2
bethought	1
betimes	1
betook	1
betrachtungen	1
betray	10
betray^a	1
betrayal	1
betrayed	17
betraying	2
betrays	1
betrothal	1
betrothed	6
bets	2
betsy	111
better	331
betters	1
between	249
betwixt	2
beverage	1
bewail	2
bewail^a	1
bewailed	1
beware	6
bewildered	9
bewilderment	4
bewitched	3
bewitching	2
beyond	68
bezique	1
bezwungen	1
bezzubov	6
bezzubova	2
bias	2
bibish	1
bibl	2
bible	2
bible^a	1
biceps	1
bid	31
bidden	3
bidding	4
bids	40
bien	1
bienor	1
bier	6
big	84
bigger	5
bijou	1
bill	14
billiard	7
billiards	1
billow	4
billows	18
bills	2
binary	4
bind	11
bindeth	1
binding	5
binds	3
bingley	199
bingleys	4
biographical	1
biographies	1
biography	3
biological	2
biology	1
birch	24
birches	3
bird	39
birds	29
biron	1
birth	64
birthday	9
birthdays	1
birthright	2
biryuzovsky	1
bishop	1
bit	48
bitaube	1
bitch	2
bite	7
bites	2
biting	2
bits	6
bitter	30
bitterer	1
bitterest	8
bitterly	16
bitterness	21
bk	6
black	161
blackbird	1
blacken	4
blacken^a	3
blackened	4
blackening	2
blackens	5
blackest	1
blackguard	1
blackish	1
blackness	1
bladder	2
blade	21
blades	3
blague	1
blair	1
blamable	1
blame	91
blamed	10
blameless	7
blaming	6
blanc	9
blanche	3
blandishment	1
blandishments	1
blankets	1
blanks	1
blaring	1
blast	13
blasted	9
blasts	1
blaze	42
blazed	9
blazes	5
blazing	26
bleak	7
bleakness	1
bleating	2
bled	24
bleed	26
bleeding	26
bleeds	20
blemish	1
blend	2
blended	4
blending	1
bless	24
bless^a	32
blessed	15
blessing	14
blessings	12
blest	11
blew	4
blight	2
blind	39
blinded	5
blinding	3
blindly	1
blindness	3
blinds	3
blinked	1
blinking	3
bliss	13
blissful	16
blissfully	4
bloated	1
block	4
blockaded	1
blockhead	1
blocking	2
blonde	1
blood	198
blood^a	1
blooded	1
bloodhounds	1
bloodie	1
bloodier	1
bloodless	6
bloodshed	1
bloodshed^a	1
bloodshot	1
bloodstained	2
bloody	42
bloom	12
bloomed	2
blooming	18
blossom	1
blossoms	3
blot	3
blots	2
blotted	4
blotting	4
blouse	3
blouses	1
blow	55
blow177	1
blowing	3
blown	10
blows	21
blowsy	1
blue	68
bluish	1
blunder	2
blunders	1
blunt	3
blunted	3
bluntness	1
blunts	1
blurred	1
blurs	2
blurted	1
blush	13
blush^a	2
blushed	27
blushes	4
blushing	34
blustering	1
boagrius	1
boar	14
boar^a	1
board	28
boarder	1
boardroom	3
boards	6
boars	4
boast	53
boasted	13
boaster	11
boaster^a	2
boastful	4
boasting	2
boasts	7
boat	28
boats	2
bobbing	1
bobrishtchevs	1
boded	1
bodes	1
bodice	5
bodies	23
bodily	7
boding	5
body	141
body^a	2
bodyguard	1
boebe^a	1
boeotia	5
boeotia^a	1
boeotian	5
boeotians	2
boeotians^a	1
boethius	1
bog	3
bogdanitch	2
bohemian	2
boil	3
boil^a	1
boileau	1
boiled	3
boiler	1
boiling	10
boils	4
boisterous	1
boisterously	1
bol	2
bola	4
bold	181
bolder	1
boldest	12
boldly	20
boldness	6
bolingbroke	1
bolissus	2
bologova	1
bols	1
bolshaia	1
bolster	1
bolt	9
bolted	1
bolts	3
bon	2
bond	6
bondage	3
bondarenko	1
bonds	3
bone	14
boned	1
bones	21
bonheur	1
bonhomie	1
bonina	2
bonne	3
bonnet	1
bonnets	1
bony	7
book	170
bookcases	2
booking	2
bookkeeping	2
books	58
booksellers	2
bookshelves	2
boomed	1
booms	1
boon	1
boot	4
boots	31
booty	1
border	2
bordered	4
bordering	3
borders	2
bore	103
bore^a	1
boreal	1
boreas	8
bored	31
boredom	2
boring	1
borissovna	7
born	62
borne	41
borozdina	1
borrow	4
borrow^a	1
borrowed	6
borus	2
bosom	73
bosoms	2
boss	3
bosses	1
bossu^a	1
bossy	2
botany	1
both	343
bother	2
bothering	1
bothers	1
bottes	2
bottle	23
bottles	4
bottom	34
bottoms	1
boudoir	14
bouffe	2
bough	1
boughs	2
bought	33
boulanger	1
boulevard	4
boulevards	1
bounabarshy	1
bounces	1
bound	136
bound122	1
boundaries	2
boundary	6
bounded	10
bounding	23
boundless	22
bounds	28
bounteous	2
bounties	1
bounty	3
bouquet	2
bouquets	4
bourgh	31
bourne	1
bouts	1
bow	110
bow^a	3
bowed	38
bowels	1
bower	9
bowers	9
bowing	19
bowl	21
bowlegged	1
bowls	8
bows	9
bowstring	2
box	59
boxes	10
boy	96
boyhood	2
boyish	2
boyishness	1
boys	25
brace	2
braced	5
bracelet	2
bracelets	3
braces	4
bracing	1
bragged	1
braid	1
braided	4
braids	1
brain	20
brainless	1
brains	5
brake	3
brakes	1
brambles	1
branch	14
branches	24
branching	3
brand	8
brandish^a	9
brandishing	2
brands	5
brandy	12
brannan	1
bras	2
brass	38
brave	167
brave^a	1
braved	5
bravely	5
braver	3
braves	8
bravest	33
bravo	5
brawling	1
brawn	1
brawny	9
brazen	70
breach	17
bread	36
breadth	5
break	49
breakdown	1
breakers	1
breakfast	25
breaking	30
breaks	16
breast	203
breasted	1
breastplate	3
breastplates	2
breasts	13
breath	75
breath^a	2
breathe	27
breathed	32
breathes	16
breathing	40
breathings	1
breathless	42
breathlessly	1
breaths	4
bred	33
breeches	6
breed	10
breeder	2
breeding	16
breeds	5
breeze	14
breezes	4
breezy	2
brenteln	1
brethren	7
brew	1
briareus	3
bribe	5
bribed	1
bribes	5
bricks	1
bridal	13
bride	28
bridegroom	13
brides	3
bridge	15
bridged	1
bridges	1
bridle	3
bridles	1
brief	27
briefly	6
bright	138
brighten	1
brighten^a	1
brightened	6
brightening	3
brightens	1
brighter	4
brightest	4
brightly	16
brightness	8
brilliance	10
brilliancy	1
brilliant	30
brilliantine	1
brilliantly	2
brim	6
brimful	1
brimmed	2
brimming	4
brims	1
brin	2
brindle	1
brindled	2
bring	97
bringing	21
brings	27
brink	12
briny	6
bris'e	1
briseis	16
briseis^a	1
brisk	1
brisker	3
briskly	2
bristled	4
bristles	2
bristling	2
bristly	3
britain	2
british	2
brittle	4
broad	96
broadcloth	1
broadened	2
broader	1
broadest	1
broadly	1
broderie	4
brodie	1
broider^a	1
broil	1
broke	72
broken	70
bronze	5
bronzes	1
brood	2
brooded	7
brooding	1
brook	5
brook^a	1
broom	1
broth	3
brother	454
brother^a	21
brotherly	3
brothers	47
brothers^a	2
brought	224
brow	31
brow^a	2
brown	11
browned	1
brownie	2
brows	34
broyer	1
brrr	1
bruise	1
bruised	4
bruises	2
brunette	2
brush	3
brushed	2
brushes	3
brushing	4
brushwood	1
brutal	11
brutality	2
brute	2
bryansky	9
bryant	1
bryantsev	1
brysia^a	1
bubble	3
bubbles	1
bubbling	6
buck	1
buckingham	1
buckled	1
buckler	25
buckler^a	3
bucklers	3
buckles	8
buckley	1
buckling	1
bucks	2
buckwheat	5
bucolion	2
bud	2
buddhists	2
budding	1
budium^a	1
buds	7
buffet	1
buffeted	1
bugs	1
build	6
builder	2
builder^a	1
building	18
buildings	6
built	25
bulgarian	1
bulging	1
bulk	10
bulky	2
bull	23
bull^a	2
bullet	1
bullocks	1
bulls	8
bulwalks	1
bulwark	6
bulwarks	14
bulwer^a	1
bumblebee	1
bump	1
bumping	2
bun	1
bunch	2
bundle	2
bundles	3
bundling	1
buoy^a	2
buprasian	1
buprasium	2
burden	16
burdened	2
burdening	1
burdens	1
burdensome	1
burdocks	1
bureau	3
burgundy	1
burial	2
buried	14
buries	1
burlesque	1
burmann	1
burn	27
burn^a	23
burned	15
burning	43
burns	31
burnt	3
burst	51
bursten	1
bursting	11
bursts	14
bury	11
burying	2
bush	10
bushels	2
bushes	7
bushy	2
busied	7
busier	1
busiest	1
busily	9
business	112
businesslike	2
buslaev	1
bussy	1
bust	1
bustle	7
bustling	1
busts	1
busy	48
but	5230
butler	6
butter	9
butterfly	1
buttmann	4
button	7
buttoned	3
buttoning	3
buttons	8
buxom	1
buy	28
buying	6
buys	1
buzulukov	2
buzz	3
buzzed	2
buzzing	2
by	2924
bye	53
byzantium	2
c	67
ca	4
cab	2
cabbage	2
cabesus^a	1
cabin	9
cabinet	1
cabinets	1
cabman	1
cabmen	1
cabriolet	1
cabs	2
cachet	1
cadence	4
cader	1
cadet	1
cadmean	1
caesar	1
caestus	2
caf'es	1
cage	3
caged	1
cake	4
cakes	1
calaber	7
calamities	2
calamitous	2
calamity	7
calchas	3
calculate	6
calculated	14
calculating	4
calculation	1
calculations	6
calculus	1
caldron	3
caldrons	1
calesius	1
calf	9
caligula	1
call	154
call^a	28
calle	1
called	195
callianassa	1
callianira	1
calliarus	1
callida	1
calling	43
callous	5
callousness	2
callow	2
calls	71
calm	76
calmed	6
calmer	11
calmet^a	1
calming	2
calmly	20
calmness	4
calmucks	1
calumniated	1
calumny	1
calve	1
calved	3
calves	8
calydnae^a	1
calydon	5
calydon^a	1
calypso	1
cam^a	1
cambray^a	1
cambric	2
came	577
camilla	1
camirus	1
camomile	1
camp	44
camp^a	1
campagne	1
campaign	2
campaigns	2
camps	12
can	1056
canary	1
cancan	1
candid	4
candidate	5
candidates	1
candidly	3
candle	22
candles	15
candlesticks	1
candor	1
candour	5
cane	2
canisters	2
cannot	258
canoe	1
canopied	1
canopy	2
canst	14
canto	1
cantos	1
canut	1
canvas	5
canvassed	2
cap	37
capabilities	1
capable	42
capacious	3
capacities	1
capacity	9
capaneus	2
capaneus^a	1
cape	8
capella	1
capital	48
capitalist	1
capitalists	1
capitally	8
capitals	2
capitulated	1
capons	1
caprice	5
caprices	1
capricious	1
caps	3
captain	18
captains	2
captious	1
captivation	1
captive	25
captive^a	2
captives	13
capture	1
captured	1
capuan	1
capys	1
car	119
carcase	24
carcases	2
card	17
cardamyle	2
cards	18
cardsharper	2
care	309
cared	31
career	29
careers	2
careful	34
carefully	46
careless	9
carelessly	8
carelessness	11
cares	58
caress	1
caress^a	2
caressed	2
caresses	7
caressing	5
caresus	1
careth	2
carey^a	2
cari	1
caria	1
carian	1
carians	1
caring	10
caristos	1
carlsbad	4
carnage	12
carnarvon	1
carnival	1
carnivorous	1
caroline	20
carp	3
carpenter	12
carpenters	2
carpet	12
carpeted	3
carpets	6
carriage	201
carriages	27
carried	71
carries	4
carry	29
carrying	33
cars	9
cart	23
carte	3
carted	2
carter	4
cartilage	1
carting	3
cartloads	1
cartridge	2
carts	6
carved	8
carving	2
cary^a	1
casaub	1
case	90
cased	5
casement	1
cases	24
cash	2
cashier	2
casket	1
casque	6
casques	1
cassandra	1
cassandra^a	1
cassino	1
cassocks	1
cast	82
caste	1
castianira	1
casting	9
castle	2
castles	4
castor	3
casts	8
casual	2
casually	3
casualties	1
casus	1
cat	3
catalogue	8
cataract	1
cataracts	1
catastrophe	3
catch	36
catch^a	1
catches	2
catching	26
catechism	2
category	1
cathedral	2
catherine	75
catholic	5
catholicity	1
catkins	1
cattle	29
cattleyard	2
caucans	1
caucons	1
caught	70
cauldron	1
cauls	3
causation	1
cause	161
caused	39
causeless	1
causes	19
causing	3
caution	11
cautioning	1
cautious	7
cautiously	8
cavalry	8
cave	4
cavern	1
cavern^a	2
caverns	2
caves	8
caviar	1
cavils	1
cavities	2
caxtons	1
cayster	1
cayster^a	1
ce	9
cease	47
ceased	70
ceaseless	1
ceasing	10
cebrion	2
cebrion^a	1
cebriones	3
cedar	1
cede	1
ceded	1
ceiling	4
ceilings	1
cela	3
celadon	2
celebrate	1
celebrated	36
celebrating	5
celebrities	1
celebrity	2
celerity	1
celestial	61
cell	2
cellar	3
celle	1
cellenius	1
cells	1
celtic	1
cement	2
cemented	2
cemetery	1
ceneus^a	1
cenis	1
censer	1
censure	7
censured	2
censurers	1
censuring	1
cent	5
centaur	2
centaurs	3
center	13
centered	1
centers	1
cento	1
central	2
centralization	1
centre	18
centred	1
cents	1
centuries	4
century	13
cependant	1
cephalenia^a	1
cephisus	2
ceremonial	1
ceremonies	7
ceremonious	2
ceremony	17
ceres	7
ceres^a	3
cerinthus	1
certain	145
certainly	99
certainty	16
certificate	2
certitude	1
ces	1
cessation	3
cessez	1
cessi	1
cession	1
cestus	1
cette	1
ceus	1
cf	4
ch	3
ch^ateau	2
ch^ene	1
ch`ere	3
cha^ine	1
chablis	2
chaff	2
chaffing	3
chagrin	1
chain	29
chain191	1
chain^a	2
chained	4
chains	16
chair	73
chairman	3
chairs	10
chaise	7
chalcas	5
chalcis	2
chalcis^a	1
chalcon^a	1
chalian	1
chalk	9
chalky	3
challenge	10
challenged	2
challenging	2
chamber	16
chambers	7
chambres	1
chamois	5
chamounix	5
champagne	15
champaign	4
champion	8
championing	1
champions	3
chance	74
chanced	7
chancellor	1
chances	5
chancing	1
chandelier	1
chandeliers	1
chandler	2
change	139
changeable	1
changed	89
changes	12
changing	15
channel	6
channels	3
chantants	1
chanted	1
chanting	1
chantrey	1
chaos	2
chaperon	1
chapman	5
chapman^a	2
chaps	2
chapter	356
char	7
character	105
character^a	1
characterise	1
characteristic	26
characteristically	1
characteristics	5
characteristics^a	1
characterized	2
characters	19
charcoal	1
charge	81
charged	21
charger	5
chargers	1
charges	7
charging	4
chariot	91
chariot^a	5
charioteer	13
charioteers	3
chariots	32
charis	3
charitable	4
charitably	1
charities	4
charity	3
charles	11
charlotte	73
charm	35
charm^a	4
charmante	2
charmants	1
charmed	5
charming	54
charmingly	1
charms	54
charms113	1
charms^a	1
charnel	2
charops	1
charopus	1
charred	1
chase	27
chased	11
chaser	1
chasers	1
chasing	4
chasm	3
chasms	1
chaste	2
chastened	2
chastise	1
chastised	2
chastisement	3
chastises	1
chat	3
chatted	2
chatter	6
chatter^a	1
chattered	2
chattering	5
chatting	6
chaucer^a	1
che	1
cheap	4
cheaper	3
cheapest	1
cheaply	1
cheapside	2
cheat	9
cheated	1
cheating	3
cheats	1
check	34
check^a	8
checked	13
checkered	1
checking	6
checks	5
cheek	30
cheekbones	1
cheeked	1
cheeks	32
cheer	7
cheer^a	3
cheered	3
cheerful	39
cheerfully	10
cheerfulness	6
cheerily	1
cheering	7
cheerless	2
cheers	4
cheese	14
chemical	7
chemist	5
chemistry	5
chemists	1
cher	3
cherish	2
cherished	8
cherishes	1
chersidamas	1
chersonese	1
cherub	1
cherubs	1
chess	3
chest	32
chested	2
chestnut	10
chests	3
chewing	1
chian	4
chic	1
chicken	4
chickens	3
chiding	2
chief	350
chief^a	5
chiefly	21
chiefs	114
chiefs^a	1
chieftain	2
chieftains	3
chignon	4
chignons	1
child	185
childbirth	1
childhood	23
childish	18
childishly	1
childishness	3
childless	2
childlike	6
children	294
children^a	2
chill	11
chilled	4
chilliness	1
chilling	1
chills	1
chilly	8
chimaera	1
chimaera^a	1
chimed	7
chimera	1
chimeras	1
chimerical	2
chimney	5
chimneys	3
chin	13
china	6
chine	2
chines	1
chink	2
chinks	1
chios	5
chios^a	1
chiron	4
chirping	1
chirruped	1
chivalrous	2
chivalry	2
chocolate	2
choice	31
choicest	4
choir	6
choke	1
choked	11
choking	3
choler	1
choose	38
chooses	9
choosing	6
chopped	1
chopping	1
choral	1
chord	2
chords	1
choricius	1
choristers	2
chorus	3
chose	23
chosen	38
choses	1
christ	26
christening	3
christian	31
christianity	7
christians	3
christmas	3
christs	1
christy	1
chromis	1
chromius	4
chronicle	1
chronos	1
chrysa	4
chrysa^a	4
chryseis	8
chryses	5
chrysothemis	2
chthon	1
chubby	2
chucked	1
chuckle	1
chuckled	2
chum	1
chums	3
church	66
churches	5
churchyard	1
cicero	2
ciconians	3
cid	1
cielo	1
cigar	16
cigarette	14
cigarettes	5
cigars	4
ciii	1
cilicia	1
cilician	1
cilla	3
cillus	1
cincture	2
cinyras	1
circe	1
circle	80
circled	7
circles	16
circlets	1
circling	18
circuit	4
circular	1
circulates	1
circulating	1
circulation	1
circumference	3
circumfused	3
circumlocution	1
circumspect	2
circumspection	1
circumspectly	1
circumstance	25
circumstanced	1
circumstances	44
circumstantial	2
circumvent	1
circus	2
cisseus	1
cistern	1
citadel	3
cited	1
cithern^a	1
cities	11
cities^a	1
citizen	2
citizens	2
city	53
city^a	1
civil	14
civilian	4
civilised	1
civilities	5
civility	20
civilization	4
civilized	1
civilly	3
clacking	1
clad	12
claim	41
claim^a	7
claimed	2
claiming	1
claims	22
claire	1
clairvoyant	1
clamber	1
clambered	3
clambering	2
clamored	1
clamorous	7
clamour	8
clamour^a	1
clamours	21
clang	5
clanging	9
clangour	2
clangours	1
clank	3
clanked	2
clanking	1
clanks	1
clans	1
clap	1
clapped	2
clapping	3
claps	1
clarke	2
clash	2
clash^a	1
clashing	6
clasp	6
clasp^a	2
clasped	6
clasping	8
clasps	2
class	39
classes	12
classic	6
classical	12
classics	2
classifications	1
classified	3
clatter	1
clattering	2
claws	1
clay	9
clean	16
cleanax	1
cleaned	1
cleaner	1
cleaning	2
cleanliness	1
cleanly	2
cleanse	5
cleansed	3
cleansing	1
clear	101
clear^a	3
cleare	1
cleared	14
clearer	8
clearest	2
clearing	5
clearly	64
clearness	13
clears	1
cleave	6
cleaves	3
cleaving	3
cleft	9
clefts	1
clem	1
clemency	1
clenched	3
clenching	1
cleob	1
cleobulus	3
cleone	1
cleopatra	1
clergy	3
clergyman	7
clerical	1
clerk	45
clerks	4
clerval	59
clever	36
cleverer	3
cleverest	2
cleverly	6
cleverness	5
click	1
client	3
cliff	2
cliffs	7
climate	6
climb	1
climb^a	1
climbed	4
climbing	2
climbs	1
clime	1
climes	4
cling	5
clinging	13
clings	3
clip	1
clipped	1
cloak	21
cloaks	4
cloanthus	1
clock	84
clocks	1
clods	3
clogg^a	1
clogging	1
clogs	7
clonius	2
close	167
closed	58
closely	9
closeness	2
closer	20
closes	1
closest	7
closet	1
closing	21
cloth	14
clothe	2
clothed	6
clothes	29
clothing	2
cloths	1
clotted	6
cloud	70
cloud^a	1
clouded	8
cloudless	5
cloudlets	2
clouds	90
cloudy	11
clover	15
cloy	1
cloy^a	1
club	29
clubhouse	1
clubs	1
clue	6
clump	3
clumps	2
clumsiness	1
clumsy	2
clung	16
cluster	1
clustered	1
clustering	4
clusters	2
clutch	5
clutched	13
clutching	16
clymene	2
clytaemnestra^a	1
clytemnestra	1
clytius	4
clytomedes	1
clytus	1
co	2
coach	10
coachman	58
coachmen	1
coagulates	1
coal	1
coals	2
coan	2
coarse	16
coarseness	2
coarser	1
coarsest	2
coast	35
coasting	1
coasts	1
coat	73
coats	19
coaxed	1
cob	6
cobbles	1
cochon	1
cock	2
cockade	2
cockcrow	1
cocked	3
cocking	2
cocks	1
cod	1
code	6
codes	4
coeranus	1
coerulean	2
coeur	1
coffee	43
coffeepot	1
coffer	1
coffin	8
cognac	2
cohorts	2
coiffer	1
coiffeur	2
coiffure	3
coil	1
coils	2
coin	1
coincide	1
coincided	1
coincidences	1
coincides	1
coined	2
cold	146
colder	4
coldest	2
coldly	22
coldness	13
colds	1
coleridge	16
collar	15
collars	1
colleague	3
colleagues	4
collect	12
collected	28
collecting	19
collection	23
collections	1
collector	2
collects	3
college	6
colleges	1
collins	144
collision	3
collo	1
collusion	1
cologne	1
colonel	67
colonization	2
colonize	1
colony	3
colophomans	1
color	4
colored	12
coloring	2
colors	2
colossal	1
colour	15
colour^a	6
coloured	2
colouring	2
colours	4
colt	1
colts	1
column	3
columns	4
com^a	1
comb	3
combat	89
combatants	3
combated	1
combating	1
combats	6
combed	8
combinaisons	1
combine	4
combined	9
combing	3
combining	2
combs	1
combustibles	1
combustion^a	1
come	798
comedy	1
comelier	1
comely	3
comers	1
comes	67
comest	4
comet	2
comets	1
comfort	52
comfortable	25
comfortably	8
comforted	6
comforter	3
comforting	3
comfortless	5
comforts	4
comic	3
comical	1
comically	3
coming	217
comings	1
command	100
commanded	5
commander	3
commanding	5
commands	54
comme	2
commemoration	1
commence	17
commenced	9
commencement	9
commences	1
commencing	1
commend	4
commendable	1
commendation	5
commendations	3
commended	2
commends	1
comment	3
commentaries	1
commentary	1
commented	2
comments	4
commerce	4
commercial	5
commingled	1
commis	1
commiserate	1
commiseration	5
commission	35
commission^a	5
commissionaire	3
commissioned	1
commissions	2
commit	9
commits	2
committed	22
committee	22
committees	2
committing	2
commodity	1
common	97
commonest	1
commonly	8
commonplace	1
commonplaces	2
commonwealth	1
commun	1
communal	1
commune	4
communed	1
communicate	11
communicated	11
communicates	1
communicating	3
communication	17
communion	2
communism	3
communist	1
communists	2
community	3
commutual	2
como	2
comp^ote	1
compact	5
compacted	7
compagne	1
companies	4
companion	60
companions	26
companions^a	1
companionship	4
company	38
comparable	1
comparative	5
comparatively	6
compare	23
compared	14
compares	1
comparing	7
comparison	26
comparisons	2
compartment	9
compass	11
compass^a	2
compassed	1
compassion	32
compassionate	3
compassionated	1
compassionately	2
compatible	1
compatriot	1
compeer	1
compel	2
compell^a	4
compelled	1
compeller	1
compelling	9
compels	1
compensate	1
compensated	2
compensation	3
competent	5
competing	1
competition	1
competitors	1
compilation	7
compiled	1
compiler	1
compilers	2
compiling	1
compl`ete	1
complacency	8
complacent	4
complacently	1
complain	21
complained	7
complaining	7
complains	1
complaint	5
complaints	12
complaisance	3
complaisant	1
complete	65
completed	5
completely	74
completes	1
completest	1
completing	1
completion	7
complex	13
complexion	5
complexions	1
complexity	7
compliance	23
compliant	1
complicate	1
complicated	14
complication	3
complications	2
complied	4
compliment	22
complimented	2
complimenting	1
compliments	7
compliziert	1
comply	37
complying	14
compose	15
composed	23
composedly	4
composer	1
composes	1
composing	6
composite	1
composition	9
compositions	3
compost	1
composure	32
compound	3
compounded	1
comprehend	28
comprehended	7
comprehending	2
comprehensible	5
comprehension	6
comprehensive	5
comprenez	1
compress^a	1
compressed	6
compressibility	1
